ID;Sorting_completed_YN;Sorting_house;Sorting_house_wish;age;occupation;gender;Country_C_G_O;Bravery;Hardwork;Intelligence;Ambition;Daring;Dedication;Knowledge;Cunning;Extraverted;Agreeable;Clever;Manipulative;SD3_Machiavellianism;SD3_Narcissism;SD3_Psychopathy;IPIP_Extraversion;IPIP_Agreeableness;IPIP_Conscientiousness;IPIP_EmStability;IPIP_Intellect;PVQ_01;PVQ_02;PVQ_03;PVQ_04;PVQ_05;PVQ_06;PVQ_07;PVQ_08;PVQ_09;PVQ_10;PVQ_11;PVQ_12;PVQ_13;PVQ_14;PVQ_15;PVQ_16;PVQ_17;PVQ_18;PVQ_19;PVQ_20;PVQ_21;PVQ_22;PVQ_23;PVQ_24;PVQ_25;PVQ_26;PVQ_27;PVQ_28;PVQ_29;PVQ_30;PVQ_31;PVQ_32;PVQ_33;PVQ_34;PVQ_35;PVQ_36;PVQ_37;PVQ_38;PVQ_39;PVQ_40;PVQ_41;PVQ_42;PVQ_43;PVQ_44;PVQ_45;PVQ_46;PVQ_47;PVQ_48;PVQ_49;PVQ_50;PVQ_51;PVQ_52;PVQ_53;PVQ_54;PVQ_55;PVQ_56;PVQ_57
792;Yes;Gryffindor;Gryffindor;16;Student;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;16;23;15;33;42;31;34;41;6;4;4;3;6;4;4;4;4;3;6;1;2;6;4;6;6;3;5;1;0;1;6;3;6;4;6;4;1;2;5;4;4;5;5;6;6;5;5;4;3;5;5;2;3;4;3;2;3;3;1;6;2;3;6;6;5
824;Yes;Gryffindor;Gryffindor;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Hufflepuff;Gryffindor;Ravenclaw;Slytherin;26;23;18;29;49;42;15;43;6;4;4;6;6;2;4;2;4;4;6;1;3;6;2;6;3;1;6;2;2;5;6;1;6;6;6;6;2;5;2;2;1;5;5;3;3;4;5;1;2;1;6;1;2;4;5;2;3;4;5;5;1;1;6;5;4
851;Yes;Ravenclaw;Ravenclaw;16;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;31;28;18;38;41;41;20;49;3;5;6;3;3;2;3;5;4;3;6;6;6;6;3;6;6;3;6;4;5;2;4;3;6;6;6;4;2;3;3;6;2;5;4;6;6;6;5;3;1;2;5;2;6;6;6;6;4;4;2;6;5;3;5;6;3
855;Yes;Gryffindor;Gryffindor;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;38;27;29;25;30;26;14;44;6;3;4;2;4;4;4;6;6;2;6;5;4;4;1;6;5;4;3;5;5;3;6;5;6;5;3;3;4;4;1;5;1;4;3;5;4;1;6;1;5;1;3;3;5;3;6;4;4;3;2;4;4;2;4;6;2
868;Yes;Slytherin;Slytherin;16;Student;Female;Others;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;21;26;12;40;45;40;38;45;4;4;2;2;5;2;3;3;5;3;6;2;2;6;3;4;5;2;5;2;2;2;5;5;6;6;6;4;3;2;4;3;2;4;2;6;4;4;4;3;5;4;3;1;3;3;4;4;2;2;2;4;3;3;6;6;5
871;Yes;Hufflepuff;Hufflepuff;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;21;20;17;21;36;37;28;43;4;6;4;6;5;3;3;3;2;2;6;1;2;6;5;5;5;5;4;1;2;4;6;2;6;5;6;2;1;2;5;5;6;6;5;4;6;5;6;5;2;6;3;1;2;5;5;4;2;3;5;6;4;5;6;5;6
883;Yes;Ravenclaw;Ravenclaw;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Slytherin;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;28;23;20;34;39;38;32;49;5;6;5;4;5;2;3;6;4;5;4;1;5;6;5;5;5;3;4;1;3;2;6;2;5;3;5;4;2;3;3;3;2;5;5;6;5;3;6;4;2;5;5;2;5;6;4;5;3;4;1;6;3;4;4;6;5
888;Yes;Ravenclaw;Ravenclaw;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;14;28;14;38;37;38;26;39;5;5;5;4;4;3;5;5;4;5;5;3;3;2;2;4;4;3;4;1;3;2;4;2;4;3;6;4;1;3;1;3;4;4;5;5;5;4;4;3;1;2;4;1;3;4;5;5;3;5;4;5;3;5;6;5;5
915;Yes;Hufflepuff;Hufflepuff;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;22;22;26;30;43;34;34;37;5;5;6;6;6;4;5;6;2;4;6;3;4;6;4;5;4;1;5;2;6;4;6;3;6;3;5;3;3;4;2;4;2;5;6;5;6;4;4;3;3;3;5;1;6;4;6;3;3;4;3;6;2;4;5;3;5
917;Yes;Hufflepuff;Ravenclaw;16;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;22;21;31;34;29;25;35;6;6;6;4;5;5;5;4;2;3;5;5;6;6;3;5;4;1;3;4;0;3;6;6;4;6;5;3;1;3;2;5;2;6;6;5;6;5;3;2;2;4;5;2;3;4;3;1;3;6;3;6;6;5;3;6;3
942;Yes;Gryffindor;Slytherin;16;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Ravenclaw;Hufflepuff;Slytherin;Hufflepuff;25;20;21;25;34;40;22;33;5;6;4;3;6;3;5;6;5;4;5;5;4;6;4;6;5;3;5;5;5;4;6;5;5;5;6;5;4;4;5;5;3;5;6;6;6;5;5;5;3;5;6;2;6;5;5;4;6;5;3;6;4;5;5;6;6
140;Yes;Ravenclaw;Ravenclaw;17;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;26;24;13;28;44;46;31;44;6;6;6;6;6;6;6;6;4;4;6;4;6;6;6;6;6;1;6;1;0;6;6;4;6;6;6;4;4;6;6;6;1;6;6;6;6;6;6;2;1;6;6;1;6;4;6;4;3;6;6;6;6;6;6;6;6
311;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;35;21;11;21;38;33;29;32;3;4;4;5;4;3;3;5;3;4;4;3;4;5;3;4;4;5;3;4;4;3;4;5;4;5;5;2;3;2;4;4;3;6;3;4;4;4;3;2;3;4;3;2;4;3;4;3;5;3;4;5;5;4;5;6;5
340;Yes;Gryffindor;Gryffindor;17;Student;Male;Others;Gryffindor;Gryffindor;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;38;37;29;50;40;31;21;38;6;6;6;4;5;5;4;2;4;5;6;4;1;6;4;4;4;3;6;4;0;3;6;5;6;5;6;6;5;5;3;5;1;5;6;6;6;6;4;1;5;3;6;2;2;6;4;5;4;6;3;6;4;4;6;6;6
357;Yes;Ravenclaw;Slytherin;17;Student;Male;Others;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;33;26;20;30;31;37;37;45;5;4;5;4;3;4;4;4;3;4;5;5;4;4;3;6;6;3;3;4;0;2;5;4;4;3;4;3;3;3;3;5;2;5;4;4;4;3;4;2;3;3;5;1;4;3;2;5;3;4;3;4;3;2;5;6;3
527;Yes;Slytherin;Slytherin;17;Student;Female;Croatia;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Gryffindor;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;20;29;23;25;37;30;36;32;6;6;4;5;5;2;3;5;5;6;6;2;2;4;3;6;5;4;6;3;5;3;6;5;6;4;4;6;2;2;2;4;3;5;3;6;6;3;4;3;1;3;6;1;4;5;5;3;3;4;3;3;2;5;5;6;6
598;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;17;19;33;36;35;19;43;5;4;5;5;5;5;3;2;4;3;6;2;2;6;4;5;2;3;6;3;2;5;5;4;5;4;5;2;1;4;4;5;3;4;4;4;6;5;5;4;3;4;3;3;3;4;5;6;5;2;4;6;5;3;6;4;4
624;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;23;14;9;19;45;38;29;39;5;6;6;6;6;4;6;6;6;4;6;3;6;6;5;5;6;3;5;3;5;5;5;5;6;6;6;4;2;4;5;5;5;6;6;6;6;6;6;5;2;6;5;1;6;5;6;5;5;5;6;6;5;4;5;6;6
635;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Slytherin;16;11;21;26;39;33;17;40;5;6;6;6;6;2;6;6;4;5;5;3;4;6;4;6;6;1;2;2;4;6;5;3;5;5;6;5;1;3;3;5;1;5;3;6;6;5;5;2;1;2;6;2;6;6;5;6;4;2;6;6;2;2;5;6;5
656;Yes;Gryffindor;Ravenclaw;17;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;25;14;46;43;38;33;37;4;6;4;3;5;2;6;2;6;4;5;3;6;6;5;6;5;4;2;3;0;1;4;2;6;6;6;5;1;1;2;2;6;4;6;5;5;5;4;4;4;5;5;2;3;3;2;2;3;6;2;5;2;5;6;6;6
671;Yes;Gryffindor;Slytherin;17;Student;Male;Germany;Gryffindor;Ravenclaw;Hufflepuff;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Ravenclaw;Ravenclaw;Slytherin;38;35;36;25;30;26;36;42;2;6;4;5;1;6;6;4;4;2;1;6;4;1;5;5;3;1;1;1;0;1;5;5;1;6;1;4;6;3;1;2;6;2;6;6;2;1;5;1;6;6;4;6;6;1;1;4;2;3;1;5;1;1;4;1;1
672;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Slytherin;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;12;15;11;15;41;36;11;47;5;5;4;4;6;2;6;6;5;3;5;2;4;5;5;6;6;6;5;2;6;5;6;4;5;5;6;6;3;4;3;3;1;6;2;6;6;6;6;1;1;1;5;1;6;4;2;2;3;2;5;6;3;3;2;6;5
674;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;26;15;18;22;37;28;13;40;3;5;4;4;4;2;4;5;3;3;6;1;3;6;5;3;2;1;3;3;4;4;3;3;6;4;5;1;1;2;5;4;2;6;4;4;6;4;3;2;1;5;4;2;6;2;4;4;4;3;6;6;5;3;4;4;3
682;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;34;31;21;22;35;32;27;40;4;4;5;5;4;4;3;5;4;4;5;4;5;5;4;4;6;4;5;5;5;4;4;5;5;5;6;5;3;4;4;6;4;4;4;5;3;4;4;4;3;4;5;5;6;5;5;5;4;4;4;4;4;2;5;5;4
708;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;26;25;18;18;38;37;19;39;4;5;5;6;5;2;5;3;3;4;6;2;3;5;5;5;5;5;4;1;3;6;4;4;6;2;5;3;1;4;5;3;5;6;5;5;6;5;5;5;3;5;4;1;3;2;5;3;3;3;5;5;4;5;5;4;5
744;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;24;19;21;47;31;25;46;5;5;5;5;5;1;3;4;2;4;4;2;5;5;2;5;4;1;4;2;4;5;5;4;5;4;5;5;1;4;2;5;1;5;3;5;5;5;4;3;1;2;5;1;3;5;3;4;3;3;4;5;1;3;4;5;5
785;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Slytherin;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;25;22;20;30;40;30;34;42;6;3;4;6;3;2;2;1;4;6;3;1;2;5;2;5;4;4;6;2;1;3;6;3;5;2;6;6;2;6;4;3;6;6;3;3;5;5;6;6;1;3;6;1;1;5;4;2;3;2;3;5;1;4;5;6;6
788;Yes;Gryffindor;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Hufflepuff;Hufflepuff;Hufflepuff;Gryffindor;22;16;15;22;34;26;24;33;3;4;5;2;5;2;2;3;2;2;4;2;3;3;2;4;3;3;2;3;3;4;3;2;5;3;5;4;2;3;2;3;2;4;3;4;5;3;3;3;2;2;4;2;3;3;4;3;3;2;2;4;2;3;5;4;5
795;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Slytherin;Ravenclaw;Slytherin;Ravenclaw;Hufflepuff;Ravenclaw;Slytherin;22;16;11;32;40;32;33;38;5;5;6;6;5;2;4;5;2;2;5;2;5;5;3;6;3;2;6;2;4;4;5;3;5;5;5;2;2;4;1;3;2;4;4;4;5;5;5;2;2;2;4;1;6;3;4;3;2;3;3;5;5;4;4;6;5
802;Yes;Slytherin;Slytherin;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;39;23;20;19;21;32;22;32;5;6;3;3;1;3;3;3;5;2;6;4;5;5;4;6;5;6;5;2;3;5;6;5;6;6;4;3;3;5;3;3;5;5;6;4;3;4;5;6;3;4;5;4;1;3;2;5;5;6;3;6;6;3;4;4;4
804;Yes;Slytherin;Hufflepuff;17;Pupil;Male;Germany;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;31;33;32;37;37;31;26;40;4;4;5;6;3;5;3;4;5;4;6;2;1;4;3;4;4;2;4;3;0;5;6;5;4;2;4;5;5;4;2;5;3;4;3;4;4;4;3;3;4;3;5;2;3;4;4;5;5;3;2;3;3;3;4;5;4
810;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;34;27;30;28;24;21;22;37;6;3;4;3;5;4;4;5;6;1;6;4;4;6;5;5;2;1;2;2;3;3;6;2;6;3;5;2;3;1;1;4;1;3;5;3;6;6;3;1;2;6;6;1;4;1;1;4;6;5;1;6;1;1;1;4;2
817;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Slytherin;Hufflepuff;Ravenclaw;Slytherin;22;15;12;22;44;39;16;42;4;4;6;6;6;2;6;5;5;5;6;4;5;6;5;6;6;3;6;4;5;6;6;5;6;6;6;5;1;5;4;5;3;6;5;6;6;6;5;3;1;4;5;1;5;5;6;2;6;5;6;6;3;4;6;6;6
818;Yes;Gryffindor;Hufflepuff;17;Student;Male;Others;Gryffindor;Hufflepuff;Slytherin;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;29;17;18;19;34;32;39;34;1;5;4;4;5;3;3;4;4;4;4;2;5;4;4;4;4;1;3;1;0;4;4;3;4;5;5;4;2;2;5;3;3;4;5;6;5;6;3;1;1;5;4;1;6;3;3;2;3;5;5;6;5;5;5;4;4
826;Yes;Ravenclaw;Ravenclaw;17;Pupil;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;31;23;22;14;37;34;24;48;6;4;4;5;6;3;6;4;6;4;5;1;3;6;3;6;3;1;4;1;4;4;6;3;5;4;5;3;2;4;3;1;1;4;1;4;6;4;6;1;2;3;4;1;4;4;4;4;5;1;4;5;4;4;5;6;6
831;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;24;19;21;26;41;34;27;43;4;4;4;6;6;3;5;5;4;3;5;1;3;6;2;6;4;2;3;3;3;2;5;2;5;4;6;4;2;3;1;3;1;4;4;4;6;5;4;3;2;2;6;1;4;4;3;2;3;4;1;3;2;2;6;4;5
834;Yes;Ravenclaw;Ravenclaw;17;Student;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;30;31;30;31;38;34;26;36;5;4;5;4;4;4;4;5;5;5;6;3;4;4;4;5;6;3;6;4;0;4;5;5;6;5;6;5;4;5;4;5;3;4;4;5;4;5;5;5;5;4;5;3;5;5;4;6;6;4;4;4;4;1;5;5;4
836;Yes;Hufflepuff;Hufflepuff;17;Pupil;Female;Germany;Gryffindor;Hufflepuff;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Gryffindor;Slytherin;22;15;21;20;42;38;22;47;5;3;5;5;5;1;3;4;3;3;6;1;6;5;3;5;6;2;5;2;2;3;5;1;6;6;6;3;2;5;1;5;3;6;4;4;6;3;5;5;2;1;2;1;4;4;3;5;5;5;3;6;2;2;5;6;6
878;Yes;Gryffindor;Gryffindor;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Ravenclaw;Slytherin;Slytherin;Gryffindor;Hufflepuff;Slytherin;Slytherin;25;14;20;22;38;38;23;39;4;6;6;6;5;3;3;6;6;5;6;3;2;5;2;5;6;6;5;3;2;3;4;3;6;5;6;2;2;5;4;6;5;5;5;5;3;3;5;4;3;5;6;2;4;6;6;4;6;6;3;4;2;2;6;2;2
886;Yes;Ravenclaw;Hufflepuff;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Gryffindor;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Hufflepuff;31;22;16;22;37;33;13;36;5;6;6;6;6;3;3;6;6;4;6;4;6;6;4;5;6;4;5;3;4;5;5;6;6;6;6;3;3;3;4;4;6;6;6;6;6;5;4;5;3;3;6;3;6;6;2;5;6;6;6;6;5;5;6;6;6
887;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;24;28;24;22;37;35;23;37;3;4;6;6;6;2;6;6;4;5;6;2;6;6;4;5;2;4;4;3;6;6;6;1;6;6;6;3;1;4;4;4;2;6;4;6;6;6;5;4;3;3;5;1;6;4;6;4;2;4;6;6;4;6;6;6;6
890;Yes;Ravenclaw;Ravenclaw;17;Pupil;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;22;16;25;10;42;43;11;37;6;6;4;4;6;1;3;6;6;4;6;3;5;6;6;6;4;5;6;2;6;5;6;3;6;6;6;2;1;4;6;4;4;6;6;4;6;6;6;5;1;5;4;1;6;4;5;6;5;6;6;6;5;5;6;5;6
897;Yes;Ravenclaw;Ravenclaw;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;41;40;13;41;43;46;41;50;6;6;6;5;4;5;2;6;6;5;5;6;6;5;5;6;6;4;6;6;5;4;6;5;6;6;6;4;5;5;5;6;2;4;1;6;6;5;6;3;5;6;6;5;6;5;5;6;5;5;4;5;5;2;6;6;3
903;Yes;Hufflepuff;Hufflepuff;17;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;34;28;17;31;36;37;32;37;4;5;6;4;5;6;3;5;5;4;5;5;4;6;4;6;6;3;5;2;0;2;5;5;6;4;6;4;2;4;3;5;3;6;6;6;5;6;6;3;3;2;6;4;4;5;3;4;5;6;3;6;2;4;5;6;6
904;Yes;Hufflepuff;Ravenclaw;17;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Ravenclaw;Hufflepuff;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;35;25;26;28;38;39;15;44;6;5;5;3;2;2;2;5;6;5;6;3;4;6;3;6;6;1;4;3;2;1;6;2;5;6;4;5;4;3;2;4;1;5;4;6;5;3;6;1;3;4;3;1;4;5;4;5;5;6;2;5;2;3;4;6;5
912;Yes;Gryffindor;Hufflepuff;17;Student;Female;Others;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Slytherin;Slytherin;28;32;16;48;48;38;24;49;4;5;5;6;6;1;5;6;4;6;6;1;4;6;4;5;6;4;6;1;4;6;5;5;6;6;6;5;2;3;2;2;4;6;5;6;6;6;6;5;4;5;6;1;6;5;6;6;6;4;6;6;2;5;6;5;6
918;Yes;Hufflepuff;Hufflepuff;17;Student;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Gryffindor;Gryffindor;Slytherin;Hufflepuff;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;28;17;13;18;45;38;39;46;4;5;5;5;4;4;5;6;5;6;6;4;5;5;4;6;6;2;4;6;6;3;5;5;6;5;6;4;2;2;4;6;2;6;2;4;4;5;5;2;2;5;5;4;6;2;6;5;5;3;5;2;4;2;5;5;5
978;Yes;Hufflepuff;Hufflepuff;17;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;27;20;14;16;45;35;27;46;3;4;4;6;5;4;5;4;2;3;6;3;3;6;3;4;3;2;3;3;0;2;3;3;6;4;6;3;3;3;5;4;2;6;4;4;4;6;4;2;2;3;3;1;4;3;5;3;2;3;3;5;2;3;5;4;4
163;Yes;Slytherin;Slytherin;18;Student;Male;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Slytherin;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;37;35;28;37;37;40;29;42;4;4;5;5;2;4;2;3;6;5;4;5;6;3;2;4;5;2;4;5;0;3;5;4;4;5;5;3;4;4;2;5;3;4;4;6;3;2;5;4;3;3;4;4;3;4;2;4;5;4;3;4;3;2;4;4;4
199;No;Ravenclaw;Ravenclaw;18;Student;Male;Others;Gryffindor;Gryffindor;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Ravenclaw;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;31;28;23;34;31;26;31;35;4;6;6;4;3;4;5;4;5;3;5;6;6;6;3;5;4;3;6;6;0;2;6;4;4;6;6;6;4;4;2;6;1;5;6;6;2;3;4;1;4;3;6;3;3;4;4;3;4;6;3;4;3;3;5;6;5
261;Yes;Hufflepuff;Hufflepuff;18;Student;Female;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Ravenclaw;Slytherin;22;22;14;24;46;39;29;35;4;2;3;6;6;3;6;6;4;2;6;1;4;5;3;5;5;1;5;1;5;6;4;4;6;5;5;4;3;5;5;6;1;5;1;4;6;6;5;1;5;2;5;1;6;4;5;6;3;1;5;6;4;6;3;6;6
271;Yes;Gryffindor;Ravenclaw;18;Student;Male;Others;Gryffindor;Ravenclaw;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Hufflepuff;Hufflepuff;Slytherin;Slytherin;17;27;13;30;49;44;26;36;6;4;5;6;4;1;3;4;6;5;6;3;6;6;4;6;6;1;6;2;0;2;6;6;6;5;6;5;1;5;4;5;4;6;4;5;6;6;6;3;3;5;6;4;4;4;6;5;4;2;5;6;5;4;6;6;6
351;Yes;Ravenclaw;Slytherin;18;Pupil;Female;Others;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Gryffindor;Hufflepuff;Ravenclaw;Slytherin;Slytherin;Hufflepuff;Ravenclaw;Slytherin;37;31;31;27;27;31;26;42;6;4;5;4;5;4;3;4;5;5;5;5;5;5;3;6;6;5;5;5;4;3;6;5;5;5;4;5;5;5;3;6;3;5;4;6;5;5;4;4;4;3;6;4;5;5;4;5;5;4;4;4;4;4;5;6;5
